0.476836,-1.31837
0.471159,-1.26904
0.465483,-1.21923
0.459808,-1.16895
0.454133,-1.1182
0.44846,-1.06698
0.442788,-1.0153
0.437118,-0.963145
0.431451,-0.910531
0.425786,-0.857456
0.420125,-0.803925
0.414467,-0.749942
0.408815,-0.695511
0.403167,-0.640637
0.397526,-0.585326
0.391891,-0.529584
0.386265,-0.473416
0.380647,-0.416832
0.375039,-0.359836
0.369442,-0.302438
0.363856,-0.244646
0.358284,-0.186469
0.352727,-0.127916
0.347185,-0.068997
0.34166,-0.00972207
0.336153,0.0498979
0.330667,0.109851
0.325202,0.170127
0.31976,0.230712
0.314342,0.291595
0.308951,0.352761
0.303588,0.414198
0.298256,0.475896
0.292955,0.537846
0.287688,0.600037
0.282457,0.662459
0.277264,0.725101
0.272111,0.787953
0.266999,0.851005
0.26193,0.914244
0.256907,0.97766
0.251875,1.04173
0.246891,1.10597
0.241958,1.17035
0.237077,1.23488
0.23225,1.29954
0.227479,1.36432
0.222764,1.42921
0.218108,1.49421
0.213511,1.5593
0.208976,1.62447
0.204504,1.68972
0.200095,1.75503
0.195751,1.82041
0.191473,1.88584
0.187263,1.95131
0.183119,2.01682
0.179045,2.08236
0.17504,2.14792
0.171106,2.2135
0.167242,2.27909
0.16345,2.34468
0.15973,2.41028
0.156083,2.47587
0.152508,2.54144
0.149007,2.607
0.145579,2.67254
0.142225,2.73805
0.138944,2.80354
0.135737,2.86899
0.132604,2.9344
0.129545,2.99978
0.126558,3.06511
0.123646,3.13039
0.120806,3.19562
0.118038,3.26081
0.115343,3.32594
0.112719,3.39102
0.110166,3.45604
0.107684,3.521
0.105271,3.58591
0.102927,3.65075
0.100651,3.71554
0.0984424,3.78027
0.0962995,3.84493
0.0942217,3.90954
0.0922077,3.97409
0.0902563,4.03858
0.0883663,4.10302
0.0865364,4.1674
0.0847651,4.23173
0.083051,4.296
0.0813924,4.36023
0.0797879,4.42441
0.0782357,4.48854
0.076734,4.55264
0.075281,4.61669
0.0738749,4.68071
0.0725137,4.7447
0.0711954,4.80867
0.0699178,4.87261
0.0686793,4.93653
0.0674786,5.00045
0.0663142,5.06435
0.0651845,5.12825
0.0640881,5.19216
0.0630235,5.25607
0.061989,5.32
0.0609832,5.38395
0.0600043,5.44792
0.0590507,5.51193
0.0581209,5.57598
0.0572129,5.64007
0.056325,5.7042
0.0554555,5.76838
0.0546027,5.8326
0.0537649,5.89688
0.0529406,5.9612
0.0521283,6.02558
0.0513263,6.09002
0.0505333,6.15451
0.0497479,6.21905
0.0489686,6.28366
0.0481942,6.34832
0.0474233,6.41305
0.0466548,6.47784
0.0458873,6.54269
0.0451199,6.6076
0.0443513,6.67258
0.0435805,6.73763
0.0428065,6.80274
0.0420283,6.86793
0.041245,6.93317
0.0404557,6.99849
0.0396596,7.06388
0.0388558,7.12933
0.0380436,7.19485
0.0372222,7.26045
0.0363911,7.32611
0.0355496,7.39184
0.0346972,7.45764
0.0338332,7.52351
0.0329572,7.58945
0.0320687,7.65546
0.0311674,7.72154
0.030253,7.78768
0.0293249,7.85389
0.0283831,7.92017
0.0274273,7.98651
0.0264573,8.05291
0.0254729,8.11938
0.0244741,8.18592
0.0234609,8.25251
0.0224331,8.31917
0.0213909,8.38588
0.0203344,8.45266
0.0192636,8.51949
0.0181787,8.58637
0.0170801,8.65331
0.0159678,8.7203
0.0148422,8.78734
0.0137037,8.85443
0.0125527,8.92157
0.0113895,8.98875
0.0102147,9.05597
0.00902884,9.12323
0.00783242,9.19054
0.00662607,9.25787
0.00541045,9.32525
0.00418626,9.39265
0.00295421,9.46008
0.00171498,9.52754
0.000469277,9.59502
-0.000782133,9.66254
-0.00203846,9.73007
-0.00329889,9.79763
-0.00456254,9.8652
-0.00582852,9.9328
-0.00709589,10.0004
-0.00836368,10.068
-0.0096309,10.1357
-0.0108971,10.2033
-0.0121618,10.271
-0.013425,10.3387
-0.0146863,10.4064
-0.0159454,10.4741
-0.0172021,10.5418
-0.0184562,10.6094
-0.0197073,10.6771
-0.0209554,10.7448
-0.0222001,10.8125
-0.0234412,10.8802
-0.0246786,10.9479
-0.025912,11.0155
-0.0271412,11.0832
